10002	209	M-CAR             
10003	290	M-CEP             
10004	274	M-CWP             
10005	163	M-EUR             
10006	489	M-INO             
10007	183	M-MID             
10008	276	M-NAT             
10009	364	M-NCA             
10010	271	M-NP              
10011	543	M-AFI             
10012	466	M-SAT             
10013	431	M-SAM             
10014	343	M-SEA             
10015	397	M-SP              
10016	275	M-EA              
